mcEdepQuenched,posr,BerekelyAlphaBeta
0.313553,5532.21,-15.008
1.09954,4314.86,-75.9383
0.188776,3830.96,-13.4186
0.742787,1882.64,-49.5745
0.16551,3571.3,-8.45107
0.870584,5881.99,-31.3121
0.872912,4742.36,-64.7274
0.400425,2137.8,-19.2745
0.974941,3773.48,-66.4016
0.289936,1595.55,-8.68113
0.463341,4003.3,-28.7728
1.13629,5937.01,-44.9013
0.502947,4778.98,-34.7999
0.773136,4849.04,-44.1773
0.802954,5448.91,-48.273
1.40926,5741.09,-48.149
0.7628,5590.24,-42.8237
1.10274,5747.55,-52.6777
1.15556,3830.03,-81.7583
0.823372,5069.8,-48.4944
0.68628,3532.85,-47.667
0.700141,4846.71,-48.4865
0.907814,5646.8,-44.9357
0.330202,2919.46,-24.167
1.56266,3680.77,-96.4656
1.28209,5654.64,-50.0564
1.65195,5658.66,-82.201
0.33895,4298.34,-22.0864
0.0905313,4565.08,-5.26936
1.69852,5706.73,-82.425
1.13316,4534.52,-75.5247
1.22574,4535.21,-76.7643
1.62402,5929.02,-52.7442
0.806399,3775.92,-51.8963
1.04262,5941.3,-40.4272
0.362369,3268.97,-24.6434
1.57147,4702.91,-105.801
1.29782,3334.36,-72.8279
0.792039,5345.05,-42.5538
0.919992,5357.12,-58.523
1.28527,3660.12,-81.7174
0.787249,5485.52,-45.9095
1.01665,5791.52,-46.0764
0.89521,3323.16,-48.6
0.230333,4897.93,-17.6465
0.428746,3753.06,-28.9449
0.716605,2335.63,-45.3691
0.659518,5143.11,-39.4788
1.84717,4844.21,-126.813
0.0791415,2606.46,-3.39341
0.898659,3668.85,-59.3851
0.81759,2128.55,-51.7088
0.205228,2433.88,-9.5634
0.244391,5467.89,-8.28597
0.592163,5467.64,-35.5217
1.09934,5414.46,-43.58
1.34661,5807.44,-49.1409
1.31093,5280.94,-91.6311
0.199798,4378.22,-11.0011
0.807984,5624.11,-37.1845
0.573435,3896.01,-24.0885
0.650644,4102.41,-49.5029
1.45604,2759.82,-80.3866
0.658609,4292.8,-44.0194
1.02726,2350.37,-51.8443
1.85768,3095.32,-121.314
0.823408,5288.13,-50.9436
1.25997,4574.01,-81.6268
0.830951,5320.89,-48.0067
1.17302,4474.79,-77.6871
0.14202,4750.72,-9.84342
1.70432,3836.18,-113.926
1.20661,3802.28,-80.0755
1.16283,5449.28,-67.9069
1.12878,4265.47,-81.9448
1.22138,5809.47,-58.4106
0.428075,3077.19,-25.402
0.22957,5149.15,-13.5231
1.38964,1423.19,-84.5799
1.95439,3775.22,-131.072
0.131275,3929.35,-8.87845
1.53841,5640.8,-73.3388
1.84939,5720.63,-79.6157
1.04999,3721.4,-62.3757
0.969552,5835.33,-39.8889
0.632132,4725.35,-44.9446
0.132696,4900.16,-2.12428
1.79519,5113.87,-115.061
0.44871,3403.45,-29.6973
1.43666,3166.04,-97.5535
0.197189,5251.02,-9.81863
1.57111,4335.21,-100.235
0.196877,5125.9,-11.2174
1.31101,5210.17,-79.7765
0.151,5286.67,-9.64344
1.39745,5369.58,-89.8372
1.81959,3466.72,-123.198
0.429893,3021.05,-31.7438
1.20082,3294.08,-61.6612
0.681715,4790.65,-53.896
0.0942544,3964.97,-6.44835
1.15976,3767.94,-77.609
0.0749765,3892.53,-4.49234
0.786688,5941.23,-37.1675
0.932287,3813.98,-54.4382
0.428066,4302.85,-28.5414
0.0640063,4815.19,0.435458
0.600414,5081.17,-42.9722
0.415517,6059.24,-15.7863
1.6273,4155.85,-110.408
0.852223,3083.07,-55.5097
1.07569,5225.46,-70.9524
1.23733,2077.29,-73.5169
0.472074,5136.41,-28.5712
1.04734,4882.41,-71.9501
0.946425,4865.08,-59.8256
0.452629,5736.17,-17.254
0.450725,5513.79,-25.5181
0.200661,5525.74,-14.7392
1.26963,2399.83,-89.7162
0.872578,4428.38,-54.5616
0.694847,4268.76,-47.5061
0.848736,4142.43,-55.0893
0.860028,3801.25,-47.2201
0.855455,2901.8,-45.2228
0.605527,4124.91,-38.2133
1.47941,3768.63,-94.3316
0.746919,3054.59,-51.2428
0.767496,4211.92,-44.8383
0.150928,5648.5,-4.10371
1.46812,2575.43,-98.1508
0.904979,2284.39,-48.5636
0.593223,5306.58,-32.0953
1.34699,3780.8,-80.835
1.21815,3710.72,-77.9909
1.14731,4996.71,-77.4518
1.57675,4119.68,-103.247
1.28557,4504.55,-89.6083
1.5385,5887.91,-57.657
0.91131,5233.27,-59.7009
0.421364,5914.51,-24.4193
0.695945,4715.21,-45.9395
1.44449,4201.97,-84.1611
0.565963,4918.74,-27.8844
0.348617,4647.8,-22.5221
0.0894719,3460.21,-5.90467
0.683702,4744.04,-49.616
1.66157,5750.35,-73.784
0.25737,2188.24,-19.4174
0.549798,4184.64,-25.9199
0.528518,4497.99,-30.6526
1.00065,6011.7,-46.9488
0.472099,4063.08,-38.7301
0.558975,4595.1,-36.5162
0.284567,3790.26,-18.1835
0.605468,4375.33,-37.5658
0.0893957,4851.61,-9.11998
1.81055,4109.26,-124.071
1.07726,4054.79,-62.4215
1.67488,3858.87,-114.765
1.047,4232.32,-69.5607
1.08788,5404.14,-73.0175
0.870985,4098.34,-51.503
0.303117,4406.02,-19.2315
0.23496,3748.99,-13.7752
0.603841,3770.76,-40.1463
0.985349,4230.35,-65.0346
0.738527,5653.21,-37.2443
1.16129,4802.41,-66.9669
1.44379,5901.79,-65.9019
0.844114,5872.89,-39.7729
0.550981,4808,-39.0281
1.17968,3066.85,-69.3069
0.474388,4225.19,-28.2617
0.555066,5872,-12.2391
1.01569,5310.95,-69.9626
1.32609,4612.09,-72.4599
0.320159,5536.75,-18.467
0.870215,6025.36,-43.1286
0.0501097,1055.95,-2.89252
0.986974,3099.65,-57.8709
0.986438,2132.04,-44.1713
1.86496,5872.54,-64.5013
1.36262,5066.87,-86.2119
0.114929,5287.59,-9.30968
0.722174,4275.33,-50.3099
0.236369,4947.91,-16.6722
1.14306,3897.17,-72.9524
1.26782,4092.4,-78.551
0.540878,4158.96,-44.3401
0.132631,2069.32,-2.04409
0.461175,4952.32,-29.5474
0.506646,4142.44,-39.2749
0.217174,4656.39,-16.605
0.800429,5057.18,-49.6338
0.679813,5377.22,-41.0855
1.50049,1146.49,-84.6668
0.209938,5442.86,-18.0337
0.21103,5287.99,-17.3853
0.433572,2986.86,-18.5932
1.07103,4710.64,-74.6844
0.58694,4875.9,-34.9134
0.737952,3799.94,-44.3985
0.983383,3168.71,-63.4554
0.539098,3796.26,-28.9642
1.83159,5470.62,-91.1835
0.467084,4344.54,-36.0169
1.08472,5672.16,-46.9757
0.399703,4540.89,-30.746
0.398037,4495.73,-27.2695
1.65529,2849.3,-106.1
0.292702,4793.08,-19.4079
0.675769,4856.46,-57.7039
1.47484,5285.43,-85.814
1.22362,5060.28,-94.1699
0.443432,5925.35,-24.1879
0.599028,5620.09,-26.3979
0.369495,3911.28,-26.6683
0.178422,4839.98,-14.91
0.504883,4172.34,-35.0074
0.281289,3162.75,-20.2458
1.16603,1775,-66.4899
1.12093,6024.23,-40.3662
0.418265,2680.01,-25.2675
1.15431,3361.11,-67.0333
0.903615,5276.41,-64.3888
1.5612,2764.28,-91.0354
1.43181,4407.81,-90.7233
0.231408,3261.14,-12.3407
0.60867,3925.78,-40.9002
0.389761,4501.3,-21.8208
0.756834,3583.32,-45.1608
1.59229,2503.89,-85.9776
0.683086,4546.58,-44.711
0.537655,3793.66,-29.5657
0.400182,3621.17,-23.4272
1.77106,6002.78,-77.8584
0.166873,5875.33,-6.97445
1.40467,1745.92,-83.5077
0.830459,3658.28,-58.5163
1.64263,4331.4,-108.187
0.466384,5545.14,-28.1512
1.13616,4734.14,-67.9909
1.24725,1876.89,-74.5343
1.6764,3342.27,-109.854
1.04435,3846.02,-72.7151
0.605088,3263.71,-53.6771
0.731675,5320.64,-51.6619
0.985093,4559.28,-59.8955
1.52616,2534.28,-94.8221
1.72662,5322.07,-112.57
1.02065,3993.77,-63.4247
1.55863,4185.84,-103.478
0.529699,4761.8,-35.6564
1.14838,2963.81,-68.785
1.5623,4343.7,-101.54
0.385106,4482.81,-24.1728
0.422397,5804.38,-19.4574
0.410201,3793.41,-22.5882
1.16803,5508.63,-22.5987
0.168701,4442.07,-13.5814
0.766751,2354.74,-43.4245
0.403917,3481.18,-21.8054
0.678005,5616.76,-41.3194
1.50962,3480.73,-87.0794
0.499101,3497.31,-40.5935
0.163446,4198.27,-7.28113
0.927242,4950.31,-63.7473
0.762914,3333.78,-47.3723
0.282271,2818.06,-14.3528
0.687441,4749.79,-42.9767
0.609355,3627.04,-35.8805
0.555225,2120.31,-34.017
0.780633,4421.4,-52.5567
0.167906,5702.06,-4.75552
1.99872,3942.16,-138.946
0.999214,4057.82,-76.5228
1.68092,4821.9,-94.602
1.53652,4002.47,-87.0423
0.490577,4617.51,-33.5963
1.39722,5715.47,-64.5706
0.68231,4214.66,-47.7474
0.569866,4429.27,-28.8435
0.441807,2860.05,-33.4019
0.709846,2257.37,-32.555
0.682782,5541.35,-28.8222
1.40927,3706.16,-96.1847
0.861008,5832.7,-30.501
0.486581,5794.62,-25.7479
0.712924,3472.17,-46.2723
0.758495,5290.32,-53.3921
1.09076,3204.77,-62.7972
1.09712,2689.19,-72.589
0.514497,5877.52,-26.5094
0.41232,5684.88,-16.3428
1.30452,4550.54,-93.6598
0.568142,5876.04,-24.6702
0.936437,5438.29,-52.2321
0.713945,3956.77,-36.6163
0.739526,5007.62,-53.4852
0.537477,5228.88,-28.3519
0.294327,1642.75,-16.7469
0.587482,4259.99,-41.7643
1.0516,5705.58,-59.8254
0.958503,5628.34,-43.0464
1.33217,4114.62,-76.7022
1.04051,3055.75,-65.2944
0.737366,5871.66,-33.9213
0.46386,4372.33,-32.3879
0.0526297,1882.44,-5.75972
1.51124,5285.67,-91.6493
0.880016,4401.62,-57.0889
1.6847,4232.31,-112.57
1.41973,3479.8,-85.0204
0.750236,5222.87,-46.3878
0.623733,1514.19,-37.5099
0.0404301,2744.95,-5.81786
1.87797,5104.97,-110.099
1.25708,5736.16,-74.1591
0.540273,3131.58,-36.348
0.858013,4625.55,-58.5889
0.884806,5809.8,-44.2477
0.739921,5757.88,-39.1598
1.12219,3659.52,-72.3568
0.543452,5008.02,-35.7614
0.658625,3188.48,-41.284
0.826806,4781.83,-60.1938
0.575722,3216.33,-35.6352
0.137333,5308.08,-14.0816
0.194496,2857.1,-6.0851
0.504734,5135.28,-34.7962
0.487717,5812.73,-26.3673
1.71192,3822.58,-98.0301
0.887063,4651.9,-48.0474
1.46031,5857.46,-63.9563
0.415068,5970.29,-17.89
1.63709,1650.68,-94.9458
0.289868,4090.9,-11.9004
0.554904,3583.76,-37.3496
0.979302,3681.17,-66.7469
1.24889,4699.63,-88.0806
0.67783,4834.16,-41.0987
1.22754,3394.18,-82.5358
1.23913,3233.56,-80.2008
0.92127,3430.88,-66.1256
0.142377,4439.75,-7.40886
1.67784,5396.99,-107.13
0.297126,5314.15,-18.9964
0.927605,4745.49,-49.6024
1.24613,1131.21,-75.5734
1.24487,4737.33,-83.9861
1.5261,5917.69,-59.3352
0.895748,4547.12,-57.2532
0.414069,6015.54,-15.7538
1.45788,4506.51,-98.5409
0.397096,5801.81,-12.8873
0.678284,4851.59,-47.0489
0.256663,5459.23,-11.631
0.449433,5884.21,-19.5399
1.63768,5299.71,-111.087
0.595496,5972.85,-18.4365
1.4749,5190.16,-89.608
0.571112,5692.89,-28.0329
0.663849,5193.16,-48.4581
1.91863,5057.41,-115.824
0.480239,4100.24,-32.3175
1.05285,1596.63,-52.0447
1.60606,4578.97,-110.472
0.0401075,3149.7,-3.88932
0.878271,5737.43,-41.338
0.397023,3893.83,-32.0101
0.904271,4252.53,-61.0642
1.41227,5633.51,-63.1706
0.518637,5282.57,-36.3597
0.699039,5999.45,-32.6117
0.723706,3976,-49.1887
0.350477,4641.3,-16.6582
1.11442,5105.24,-71.087
0.203647,5664.23,-8.54591
1.67518,480.88,-86.6318
0.60965,5724.87,-35.873
0.11833,3355.47,-6.68902
1.51915,5237.83,-92.3639
0.283262,4541.53,-20.2189
0.0467823,3777.49,-3.90209
0.798279,4193.17,-47.2391
0.674085,5269.52,-42.3191
0.498477,3384.95,-33.2059
0.44481,5571.06,-21.3415
0.781918,5468.8,-32.1689
0.102685,3365.96,-4.47938
0.590603,6016.67,-28.6566
0.924145,3375.21,-54.1153
0.819966,5406.73,-51.8952
1.68842,4747.28,-100.406
1.31315,4886.99,-76.6372
1.34915,5979.18,-61.7433
0.923015,5715.3,-41.4023
1.00894,4115.84,-66.3936
0.55542,2987.16,-35.464
1.28348,3720.28,-86.8881
1.63888,5650.78,-78.0289
1.33056,3224.22,-88.2055
0.886187,5361.59,-48.0807
1.43179,4957.57,-86.6789
0.533362,4724.29,-34.8736
0.731011,5356.49,-43.6424
1.13037,3875.11,-70.0208
0.611022,1548.76,-31.4306
1.08919,5740.35,-51.745
1.32369,5286.26,-72.9108
0.361276,5482.72,-19.2937
0.190702,5728.56,-12.3247
0.0579937,4661.39,-3.44564
0.903903,5752.84,-43.731
0.875188,5326.79,-53.4766
0.139545,4090.43,-9.80699
1.56802,4816.41,-94.5715
1.39752,5523.42,-75.9685
1.72247,4252.57,-108.568
0.308093,5331.62,-21.2165
1.83409,4960.89,-121.842
0.935701,4554.84,-43.1822
0.236734,3588.13,-18.1088
0.434203,5389.04,-19.161
0.363344,3218.29,-22.4056
0.375848,4016.47,-26.532
0.767145,5729.99,-31.9524
1.53423,5657.16,-81.3386
0.752531,3962.23,-39.2711
1.77297,5615.96,-86.078
1.78434,3615.89,-107.239
0.27624,4506.82,-17.7065
1.66223,5685,-75.9586
0.524091,4342.69,-28.2199
0.332142,5270.69,-19.9746
0.448283,4775.67,-24.9588
1.31521,5564.51,-79.6469
0.705416,4494.79,-43.383
1.3582,4679.86,-91.4485
0.704301,3119.04,-38.9201
1.41339,4017.91,-87.5539
0.774694,2153.52,-47.675
0.5861,3732.11,-38.5456
1.21772,2074.04,-76.6318
0.441211,5286.45,-29.4646
0.495884,5641.6,-28.538
0.775796,5557.92,-38.1984
0.220412,5705.71,-11.6998
1.68511,4645.44,-111.687
0.0660074,4096.29,-1.69082
1.58231,5156.05,-87.1491
1.60519,3775.01,-101.598
0.313326,3349.82,-13.1239
0.629023,5547.35,-35.258
1.66431,5065.15,-108.172
1.31558,4940.75,-88.3366
0.462385,5966.1,-18.8257
1.61689,4009.8,-116.357
0.894878,4200.66,-51.1217
0.895128,2456.28,-43.6638
0.895074,4241.74,-64.1019
0.474611,5934.95,-27.5229
0.231845,4163.78,-18.3497
1.17736,4887.71,-82.0714
0.359655,5878.27,-15.4902
0.706787,5136.31,-49.2949
1.8652,4627.14,-116.163
1.59669,5086.21,-93.6143
1.1801,5905.49,-61.0983
0.772655,1820.47,-43.9364
0.371731,3308.93,-25.8505
0.215013,4378.86,-19.2118
1.77042,2523.05,-112.546
0.320357,5416.77,-11.0494
1.162,5489.98,-60.9861
0.865483,2044.59,-57.3548
0.802235,4119.31,-35.3955
1.03591,5964.13,-37.2068
1.146,4189.42,-71.5292
0.439375,4033.84,-29.6641
0.648661,5852.43,-29.4733
0.471434,3503.19,-26.3695
1.50788,3724.26,-95.4813
0.501609,3207.25,-36.9048
0.715661,2770.92,-39.1035
0.950493,4967.97,-64.1565
0.457784,1651.65,-31.848
1.0914,5300.35,-85.0378
0.604376,5058.46,-44.5732
0.515994,4732.23,-33.9839
1.22563,2325.89,-67.9402
0.152618,3588.18,-11.1624
0.834945,4249.62,-54.5037
1.3081,5758.26,-56.7262
1.48941,4998.25,-93.8858
0.193645,5217.52,-18.486
1.79354,4674.57,-107.926
0.702014,4266.64,-39.683
0.953254,5603.66,-43.5952
0.771507,4610.27,-55.653
0.833469,1571.73,-52.1708
0.392562,5545.77,-28.062
0.321673,1736.76,-13.8572
0.567853,4166.52,-37.4095
1.07422,4429.64,-68.9763
1.33269,4023.95,-93.562
0.852498,4920.94,-65.009
0.289636,2433.74,-20.3364
0.447365,4947.77,-32.817
0.60923,4214.13,-34.1875
0.313034,4164.84,-22.3558
0.904488,5722.56,-44.7269
0.425661,470.351,-25.4833
0.584519,4825.27,-44.0636
1.49143,5912.79,-63.3846
1.38511,3286.42,-83.3931
0.939675,4708.04,-55.8255
0.131076,4270.43,-10.6885
1.07569,4816.45,-75.6944
1.03027,5672.03,-50.9902
1.59024,4180.34,-118.242
1.4374,5444.86,-64.2156
0.942747,5139.32,-63.559
0.738366,5921.64,-23.4571
0.701342,4913.17,-49.3153
0.174644,3184.14,-12.0079
1.3621,4488.83,-93.9195
0.329591,6052.73,-17.8859
1.20162,5436.62,-50.4991
0.264451,5121.62,-15.4145
0.762162,5336.15,-50.2968
1.33001,5881.06,-58.895
0.953745,3240.79,-58.9284
1.09342,4963.14,-70.7845
0.962425,2309.09,-53.8429
0.808174,5653.17,-38.0035
1.03005,3623.32,-74.6316
0.205886,2156.98,-8.90033
1.35562,4388.22,-93.4281
0.744076,5785.28,-26.0892
0.173016,2979.93,-12.9524
0.453435,4670.49,-31.4152
1.32619,3691.58,-76.9552
1.42657,5737.47,-54.1648
0.622996,3824.53,-35.7125
0.466804,4949.52,-31.8118
0.333953,5755.63,-18.1752
1.41719,3983.18,-81.1934
1.0615,2120.04,-78.0281
0.61472,4345.57,-41.4567
0.46841,5028.35,-33.1417
0.234467,3861.92,-14.8616
1.08028,4094.9,-61.8168
1.14884,4449.99,-73.0107
1.14572,4702.64,-79.369
0.983328,4945.12,-72.7784
1.32186,5255.03,-86.3832
1.23107,5492.21,-64.5164
1.36705,4785.56,-81.2041
1.45316,5207.56,-95.5592
0.685137,5239.1,-40.5175
0.880751,5337.85,-51.4932
0.392207,5382.32,-14.3644
1.50954,5172.96,-99.215
0.362086,5665.33,-19.1168
1.89224,4396.4,-119.542
0.739131,2789.16,-35.7872
0.973178,4651.66,-62.823
0.980162,5223.89,-59.5448
0.762575,2168.76,-43.8549
0.464002,5731.41,-22.4464
0.295335,5486.36,-18.4937
0.144763,3102.59,-7.34138
1.18971,5704.57,-52.5784
0.400236,1719.4,-26.9271
1.01757,6004.74,-45.7058
0.566947,4935.44,-44.0715
1.06176,2164.14,-77.5034
0.374154,3551.79,-20.4338
1.38443,4971.46,-87.2379
1.48174,2635.75,-87.7438
1.14677,5261.45,-70.4859
0.505287,4880.58,-38.1838
0.594344,5519.23,-35.7936
1.40615,5499.74,-72.2033
0.724199,4646.72,-50.257
1.03052,5022.41,-75.5611
0.782111,4280.86,-47.9185
0.834929,4971.98,-54.36
0.93252,4977.9,-51.2952
0.744533,2720.08,-51.762
0.532303,5722.8,-24.7297
0.864741,3742.52,-58.9276
0.794149,5440.44,-54.3253
0.577064,5729.41,-26.8843
1.04833,4734.94,-66.9057
1.72659,3947.63,-115.262
0.79225,5144.65,-49.4054
1.56698,5614.28,-78.0439
1.45076,4641.47,-88.898
1.0903,3514.72,-66.9441
1.24224,4320.23,-69.4305
1.33037,2524.4,-62.1734
1.40629,4475.81,-90.6637
1.43522,4173.72,-96.1595
0.509527,5467.46,-28.8938
0.693962,5676.36,-40.7078
0.241204,2693.36,-18.9569
0.993671,5319.08,-58.1899
0.720136,5020.98,-47.9066
0.84796,5300.31,-39.3
1.22002,5694.82,-63.7425
0.398393,4865.37,-30.2286
1.29945,3874.97,-91.0707
1.03782,4963.5,-57.38
0.701232,5006.45,-48.7828
0.681552,5440.74,-44.6698
0.573381,4747.84,-46.6094
0.784086,5679.04,-32.1055
1.58751,4762.67,-96.2734
0.574599,5402.23,-39.4019
0.732098,5727.95,-40.0137
0.916562,4682.52,-54.618
0.43397,4654.64,-27.2903
0.404332,4703.82,-29.2905
1.46437,5561.73,-61.893
0.124393,3359.75,-9.65424
0.647393,3622.78,-45.2754
1.65373,4652.32,-101.177
1.10606,5744.22,-44.5646
0.926883,3860.36,-65.414
0.5676,5417.12,-33.8339
0.390356,5623.57,-12.4067
1.09426,4475.74,-74.5561
0.935935,3071.86,-62.0581
0.164111,903.818,-13.1289
1.50353,4237.69,-92.002
1.61465,5236.26,-109.668
0.183797,3462.33,-5.1009
0.125524,4725.66,-11.9965
1.18966,1160.17,-58.7981
1.23901,3886.07,-75.2659
1.58032,5251.19,-105.152
0.762115,3657.55,-48.2267
1.39764,4695.31,-90.7043
0.580506,3883.92,-41.0318
1.01476,5070.71,-68.9054
0.244997,1742.87,-14.5098
1.67719,1653,-92.263
0.916898,4539.95,-64.7392
0.995816,6002.63,-35.5006
0.620481,4304.19,-42.6278
0.7048,3332.26,-28.8201
0.228037,2970.79,-11.7199
0.739513,5942.4,-30.3016
1.15673,4101.53,-84.6247
0.157669,1460.77,-9.50844
1.66937,3304.63,-89.9379
0.213895,5991.05,-9.43735
0.318292,5565.48,-21.0356
0.549737,2903.88,-28.6828
1.14684,4012.58,-78.1179
1.42212,2877.33,-76.5021
0.219861,4253.8,-14.1427
1.66034,4099.07,-94.5846
1.59458,2273.9,-90.9016
1.52123,5789.63,-72.8089
0.82211,5979.85,-31.4278
0.885791,5715.64,-30.4019
0.822951,4899.69,-56.0341
0.552361,5301.14,-31.8977
0.422588,5249.3,-29.3944
0.102808,4862.7,-3.94183
0.303312,4185.29,-25.4844
1.12282,5183.39,-69.6435
0.907284,3720.91,-58.1279
0.991765,5915.59,-41.287
0.72553,2449.97,-41.1467
0.52088,3443.72,-28.2155
1.65547,4889.04,-110.615
1.54395,5932.95,-62.5175
1.59473,3774.06,-104.06
0.579019,5400.23,-34.6066
1.32565,5922.85,-56.8581
0.733903,4857.86,-42.7394
0.925838,3862.49,-62.8533
1.02178,5419.69,-58.2429
0.38187,4452.68,-27.4275
0.476533,4474.74,-26.025
1.1382,3182.94,-72.3262
0.248079,5098.08,-13.6778
1.90618,5878.2,-85.8788
0.170857,689.035,-5.35421
1.08138,4279.46,-64.8637
1.35642,4790.1,-80.675
0.588914,4943.01,-38.6937
0.869204,5908.75,-31.4371
0.263461,3972.89,-20.3719
0.9365,4226.15,-70.2265
1.49556,4275.22,-100.049
1.58218,3824.83,-99.1616
0.892006,3959.86,-68.7873
0.549089,3970.6,-33.5147
1.15827,5739.89,-49.0567
0.902446,5236.2,-53.4221
1.60149,2292.24,-86.1148
1.40422,5631.22,-69.0466
0.155194,4651.81,-9.63572
0.14052,3351.64,-9.21718
0.500141,3616.88,-23.6593
0.351537,3911.14,-22.4137
0.509588,5166.09,-34.1591
0.776745,5739.59,-39.7134
0.427756,5553.02,-25.0239
0.209634,5629.91,-9.47349
1.00792,4936.8,-74.0461
1.12706,4772.44,-79.1878
1.1958,5772.64,-44.6515
0.320068,5031.29,-20.5277
0.341117,5364.83,-25.2919
0.132806,5754.37,-7.17075
1.99494,5917.91,-74.5139
0.589225,5737.72,-24.0366
0.977479,3674.34,-58.1162
0.312612,5525.56,-17.4006
0.803053,5644.27,-32.3418
0.692508,4964.33,-47.5449
1.1595,3451.65,-70.1711
1.85721,5427.74,-114.994
1.40261,5141.94,-102.101
1.18283,5055.39,-79.9867
1.03754,5283.97,-64.2483
0.739433,2054.23,-42.5875
1.02362,5401.02,-65.0964
0.746436,5751.87,-28.3969
0.492553,3592.83,-38.7091
0.702338,5426.36,-51.5783
1.04035,5225.05,-75.3754
1.50616,2300.85,-84.0722
1.27246,3222.21,-86.6614
0.42789,5010.44,-29.4919
1.37624,3509.97,-84.342
0.894306,4907.89,-76.9547
0.954869,3503.9,-60.1081
0.717378,4969.09,-49.1158
1.26213,5608.31,-73.0784
1.11271,4138.73,-67.4741
1.0889,5098.2,-66.0621
1.25591,5414.78,-80.4136
0.549839,4086.92,-29.5993
0.658232,5202.56,-41.913
0.179601,1787.23,-10.9931
0.78616,4078.88,-55.0207
1.88427,5800.13,-84.9547
1.49484,1655.16,-98.185
1.14058,4907.29,-79.3911
1.04461,3225.15,-57.9829
0.997467,5388.86,-52.7321
1.04568,5552.26,-61.697
0.736733,3477.13,-49.5596
0.335571,3591.88,-14.8002
0.722817,3889.6,-53.4315
0.151357,4036.8,-11.3186
0.53227,2369.55,-23.0808
0.657861,5565.34,-28.6991
1.42545,4105.41,-96.5272
0.858707,5253.38,-46.2563
0.788202,4575.18,-54.1929
0.673306,3874.24,-38.0643
0.261947,2370.21,-17.3326
0.170667,4168.47,-12.8923
1.57569,3445.6,-108.129
1.02645,4163.17,-70.4922
1.46166,5406.04,-72.3346
0.345308,5849.83,-13.9375
1.52228,5299.42,-55.3176
1.0791,4949.73,-66.111
0.174316,3866,-9.90636
0.531297,1560.77,-19.4345
1.61162,5702.98,-69.4561
1.87708,1657.32,-102.707
1.51394,2683.85,-89.5128
0.121256,5152.25,-11.6513
0.302399,4893.71,-24.6251
0.202081,4943.35,-10.8977
0.943947,4015.73,-62.0573
1.32124,5902.33,-54.8297
1.19323,3812.18,-72.3252
1.31259,5703.7,-64.0684
0.928391,5613.09,-59.2665
0.745026,5624.1,-41.2556
1.30419,5254.34,-81.1869
0.895707,3505.97,-57.6857
0.49601,2595.37,-26.6572
1.28238,1910.62,-68.1653
0.125947,4481.9,-9.4887
0.625804,4337.56,-40.5157
1.08694,5136.19,-79.7737
0.624012,4609.33,-39.4872
1.13391,5251.34,-79.0692
1.26222,5880.66,-55.231
0.861943,4428.5,-55.857
1.27626,5798.58,-52.946
1.02665,4653.79,-66.4403
0.832904,3124.47,-56.235
0.177579,4574.91,-19.1228
0.67997,5480.9,-36.4129
1.33969,2920.19,-77.1024
0.348434,3446.4,-24.7522
0.505448,5198.9,-42.469
0.962771,2058.58,-56.5845
0.984453,5704.57,-50.8828
1.32313,5621.41,-62.7991
0.177241,2103.06,-6.17449
0.937829,3160.77,-64.74
0.721449,4724.36,-51.9292
1.07395,5910.89,-45.4826
1.32298,4082.75,-75.1187
0.239959,5662.78,-13.9989
0.414034,4225.27,-35.2348
0.199828,5765.94,-4.19328
0.704507,5891.42,-30.5339
0.506716,5607.2,-28.5763
0.436946,3891.84,-22.769
1.87578,4826.64,-124.55
0.0599085,4156.35,-3.76817
0.452144,4780.9,-30.707
1.7987,5792.45,-74.8554
0.874663,1987.99,-46.861
0.456708,5069.98,-24.833
0.990583,5859.68,-39.215
1.15566,5661.52,-53.7638
0.772116,4844.73,-56.7266
0.245689,3146.75,-15.4595
1.22616,5144.7,-78.0159
0.702804,4567.28,-46.7813
1.24591,5533,-59.9519
1.76094,3218.42,-106.551
0.340674,2229.06,-17.7808
0.560106,4516.75,-39.3363
1.10143,4906.77,-71.815
1.44475,2510.6,-88.2343
0.663868,4462.17,-41.4204
0.081222,4086.17,-4.17492
0.360233,5258.35,-16.9496
1.28566,4840.09,-75.4186
1.28566,2231.65,-17.9658
0.339841,4458.46,-24.7115
1.10069,5693.34,-52.9474
1.35467,2373.43,-76.4612
0.293239,4767.85,-22.9325
1.59717,5520.02,-79.5685
1.30844,4607.7,-94.448
0.747776,5924.02,-30.2939
1.02407,5463.6,-66.9334
0.336376,4495.2,-31.443
0.320595,5206.56,-17.5656
0.959187,3474.03,-55.3183
1.4807,5985.67,-55.8178
0.425104,5231.99,-34.3796
0.136393,5241.86,-9.92218
0.892904,5607.83,-54.3603
1.16066,4732.82,-78.325
1.29658,5908.57,-50.6556
0.911945,3873.03,-61.9759
1.42511,4588.4,-87.4223
0.544349,4446.34,-42.1279
0.195027,5655.17,-11.0037
0.483766,4836.02,-31.6827
1.37553,3035.57,-95.2771
0.604222,5833.61,-30.6163
1.12702,5970.22,-44.2852
1.35876,4645.47,-86.8524
1.4474,4448.63,-84.7924
1.03615,4217.92,-78.5619
1.50806,4809.13,-90.1572
1.57503,3029.81,-85.5534
0.904159,4644.69,-55.6487
0.622316,4724.11,-48.3467
1.28449,1879.89,-62.6499
0.739276,4068.97,-42.8325
0.414673,5351.86,-27.7779
